자치구 코드,자치구명,전통시장명,주소명,위도,경도
7,구로구,개봉중앙시장,개봉2동 324-1,37.4916649,126.8538838
7,구로구,개봉프라자,고척동 269-1,37.5020179,126.851172
7,구로구,고척근린시장,고척동 257-12,37.5024044,126.8505061
7,구로구,고척프라자,고척동 50-48,37.5037884,126.8627751
7,구로구,구로시장,구로동  736-1,37.4885348,126.885264
7,구로구,남구로시장(구 구로자율시장),구로동 730-27,37.4904813,126.885048
7,구로구,오류시장,오류동 38-7,37.496359,126.8436443
